,CLASS
ถ้าเธอผ่านมาเห็น เราคิดถึงเธอนะ เราไม่ได้ล็อคทวิตเราอยากให้เธอเห็น,7
ไม่ต้องหนีแล้วนะ เราไม่ตามแล้ว,2
ทักษิณใช้เงินล็อกที่นั่งกรรมการให้แน่นอน เรามั่นใจ https://t.co/kewyJ2WW99,1
@qkveem แหย่ซะพี่ดูขี้เกียจเลย 55555 เพิ่งอาบน้ำเสร็จน่ะครับ เราล่ะ,1
@JaySomtob ไม่มีอะไร แค่เราโสดนะ5555555555,1
@jaehyunwtfx งั้นเรามาคบกันเลยปร้า,7
สุขสันต์วันเกิดคุณกระต่ายแห่งอซท. มีความสุขมากๆนะ อยู่ร้องเพลงเพราะๆให้พวกเราฟังแบบนี้เรื่อยๆนะ🐰🎂🎉 #HappyDoyoungDay https://t.co/hUKbouDW5o,1
"ขอบคุณที่เกิดมาให้พวกเรารัก ❤
#HappyDoyoungDay
#HappyBirthdayDoyoung
#도영아생일축하해
#도영아태어나줘서고마워
#Doyoung #도영 #김동영 https://t.co/5gplAhFeiP",1
@412times จริงเหรอคะㅠㅠ เราเป็นแบบนัดรับค่ะ เคยเข้าแอคคุณต่ายไปดู เราไม่เห็นว่ามีอัพเดทตัวนี้เลยค่ะ ก็เลยนึกว่ามาสยังไม่ส่ง ㅠㅠ,2
"เรามันคนเก่า ทำได้แค่ยืนมองเธอกับเขารักกัน
#ไม่ใช่พระเอก 
#เห็นแล้วขัดใจนักเชิญไปรักกันให้ไกลๆ https://t.co/tU4DGGUevi",2
รอยยิ้มของเธอที่มีเราเป็นสาเหตุ มันน่ารักมากเลยรู้มั้ย :),7
รีล่าเป็นทัศนคติที่น่ากลัวมาก ไม่ได้เห็นด้วยว่าด่าน้ำตาลเรื่องภาษา แต่ด่าคนอื่นว่าถึงเก่งแต่ไม่สวยนี่แปลว่าบ้านเรายังมองคนที่รูปลักษณ์อยู่,3
@byunwxc ตืนนี้เราทั้งคู่ห้ามดิ่งกันเลยนะครับ555555,7
"เวลาแห่งความจริงกำลังจะมาถึง
เราต้องตื่นจากความฝันแล้ว....  #IOI",7
@crozzoq อย่าเพิ่งตาย ไปกินแซเมิ่ลกับเราก่อน,7
สิ่งที่อยากขอคุณอย่างเดียวคือ ไม่ว่าคุณจะเหนื่อยหรือเสียใจขนาดไหนขอให้คุณอย่าคิดว่าไม่เหลือใครเพราะเรายังอยู่ตรงนี้ข้างๆคุณเสมอ :),2
เราพร้อมจะเจอคนใหม่คุณยังอ่ะ,8
ไม่มีใครเข้าใจเราหรอก5555555 #จะบอกเรื่องที่คนเข้าใจผิดเกี่ยวกับเราเท่าจำนวนรีทวิต,1
@mew_cver เราไม่ผิด ก็เราเห็นพี่มิ้งรี เลยอยากไห้หมิวเห็นด้วย 5555,1
รู้สึกว่าเราควรไปพรีเมียร์ Homecoming นะ คือแบบสี่ปีตรูไม่เคยไปรองานไหนเลยทั้งนั้น คือซัมเมอร์สุดท้ายก่อนย้ายกลับควรไหมนาง,7
ชั้นแพ้ให้เธอทุกทาง โอ้ที่รัก อีอุลลิม!,1
@MRJKX เธอมันตายด้าน,4
"เธอเป็นแชทแรกของฉัน
แต่ฉันอาจไม่ได้เป็นแชทแรกของเธอ🖕",7
"เธอบอกว่าแผ่นดิสโดนเผาไปแล้วที่โรงแรม แล้วแผ่นที่มีรอยไหม้นั้นมันคืออะไร 😐
#โคนัน https://t.co/YMd5pUF1di",6
"แค่เธอยิ้ม ก็ทำให้ใจฉันละลาย
ก็รู้ไหมเธอ I Love Your Smile  😍💕
#RM #RAPMONSTER #นัมจุน #김남준 #랩먼스터 https://t.co/FAqMN56uve",1
เราไม่เคยคิดว่าการเต้นเป็นสิ่งที่ง่าย และเราเชื่อตลอดว่าพวกเธอได้ใส่ความตั้งใจและพยายามลงไปมาก มารอดูโชว์บนสเตจกัน… https://t.co/WW4Nyf87jI,7
เธอทำถูกแล้วที่เธอเลือกเขา และทิ้งฉันไป😔,2
@jwonwoolamourx เธอรุกเหรอ เรารับนะ,7
เธอที่ว่านี่ใครก็ไม่รู้ เกิดความงงในตัวเอง,2
@asano_bTH ถูกแล้ว..ฉันจะไม่ให้ใครฆ่าเธอหรอก ฉันจะ..ฆ่าเธอเป็นคนแรก เพราะนั่นจะเป็นการฆ่าที่ฉันหลงใหลไงล่ะ https://t.co/Sjkiekg8bO,3
ชอบตัวเองที่ เวลาคิดถึงเธอ แล้วเผลอยิ้มออกมา #คืนฟ้าไร้ดาว #มีแค่พระจันทร์เสี้ยวกับดาวดวงหนึ่ง https://t.co/HewZBKp2YS,1
